0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,target
0.8608608608608609,0.933933933933934,0.3173173173173173,0.9059059059059059,0.1891891891891892,0.21921921921921922,0.6596596596596597,0.4174174174174174,0.7237237237237237,0.25325325325325326,0.45545545545545546,0.3453453453453453,0.5085085085085085,0.39039039039039036,0.06306306306306306,0.48148148148148145,0.28428428428428426,0.3613613613613614,0.35235235235235235,0.18618618618618618,0.30930930930930933,0.04604604604604605,0.8298298298298298,0.5235235235235235,0.8878878878878876,0.2182182182182182,0.5035035035035035,0.11211211211211211,0.9009009009009009,0.25225225225225223,0.7347347347347347,0.22122122122122148,0.9459459459459459,0.5295295295295295,0.27927927927927926,0.45245245245245247,0.47247247247247304,0.4544544544544544,0.92992992992993,0.24724724724724725,0.8978978978978972,0.5705705705705706,0.47847847847847846,0.7397397397397397,0
0.022022022022022022,0.009009009009009009,0.4894894894894895,0.12712712712712712,0.7227227227227228,0.9619619619619619,0.4934934934934935,0.13913913913913914,0.037037037037037035,0.5515515515515516,0.3083083083083083,0.5565565565565566,0.7917917917917918,0.13213213213213212,0.965965965965966,0.5965965965965966,0.8478478478478472,0.5985985985985993,0.7577577577577576,0.9029029029029029,0.3173173173173173,0.37037037037037035,0.667667667667668,0.8968968968968969,0.6086086086086087,0.5285285285285285,0.46546546546546547,0.4934934934934935,0.9829829829829829,0.6196196196196196,0.11711711711711711,0.9169169169169169,0.8588588588588588,0.5075075075075075,0.03303303303303303,0.7677677677677676,0.09109109109109109,0.09309309309309309,0.2832832832832833,0.0890890890890891,0.5285285285285285,0.5005005005005005,0.40040040040040037,0.4224224224224224,0
0.45845845845845845,0.5575575575575575,0.8768768768768769,0.9029029029029029,0.07807807807807808,0.0960960960960961,0.012012012012012012,0.8208208208208209,0.13113113113113112,0.07207207207207207,0.3913913913913914,0.978978978978979,0.3173173173173173,0.21521521521521522,0.7217217217217217,0.3533533533533533,0.1991991991991992,0.31931931931931934,0.9419419419419419,0.47047047047047047,0.27927927927927926,0.5415415415415415,0.3663663663663664,0.4524524524524531,0.3763763763763764,0.9259259259259259,0.031031031031031032,0.34034034034034033,0.44844844844844844,0.7367367367367368,0.44144144144144143,0.5605605605605606,0.0920920920920921,0.009009009009009009,0.015015015015015015,0.36536536536536524,0.21621621621621626,0.35735735735735735,0.037037037037037035,0.35235235235235235,0.11211211211211211,0.26226226226226224,0.8818818818818819,0.04004004004004004,1
0.6576576576576576,0.7887887887887888,0.963963963963964,0.8708708708708709,0.8308308308308309,0.2682682682682683,0.09309309309309309,0.9089089089089089,0.7057057057057057,0.5395395395395425,0.33033033033032855,0.015015015015015015,0.03803803803803804,0.7657657657657657,0.04904904904904905,0.93993993993994,0.8008008008008007,0.8588588588588588,0.5305305305305306,0.7767767767767768,0.3063063063063063,0.4084084084084084,0.9719719719719719,0.7667667667667668,0.4774774774774756,0.06306306306306306,0.8318318318318318,0.32232232232232233,0.36236236236236236,0.20020020020020018,0.24124124124124124,0.013013013013013013,0.5005005005005005,0.9449449449449452,0.3053053053053053,0.0890890890890891,0.6526526526526526,0.9529529529529529,0.07707707707707707,0.8298298298298298,0.03403403403403403,0.6306306306306306,0.7507507507507505,0.03203203203203203,0
0.12012012012012012,0.050050050050050046,0.6796796796796797,0.32432432432432434,0.7297297297297297,0.8528528528528528,0.7487487487487487,0.11911911911911911,0.24224224224224225,0.9329329329329329,0.26326326326326327,0.6446446446446447,0.7587587587587588,0.2182182182182182,0.8928928928928929,0.35735735735735735,0.6886886886886887,0.5595595595595596,0.8468468468468469,0.6626626626626627,0.16916916916916916,0.32532532532532527,0.6206206206206206,0.8608608608608609,0.7967967967967968,0.46646646646646645,0.4934934934934935,0.4964964964964965,0.7967967967967968,0.8268268268268268,0.18018018018018017,0.7287287287287287,0.8028028028028028,0.4344344344344344,0.07907907907907907,0.7137137137137137,0.016016016016016016,0.13013013013013014,0.5625625625625625,0.10510510510510511,0.46446446446446443,0.5085085085085085,0.43043043043043044,0.2012012012012012,0
0.7887887887887888,0.91991991991992,0.6716716716716716,0.5955955955955956,0.7587587587587588,0.6396396396396397,0.5085085085085085,0.10810810810810811,0.7577577577577569,0.20020020020020018,0.6046046046046046,0.4164164164164164,0.5385385385385385,0.5555555555555556,0.3083083083083083,0.7647647647647647,0.22122122122122123,0.12112112112112113,0.14514514514514515,0.3743743743743744,0.5175175175175175,0.1061061061061061,0.5475475475475475,0.6266266266266266,0.9099099099099099,0.25125125125125125,0.13813813813813813,0.10510510510510511,0.9119119119119119,0.2012012012012012,0.6306306306306306,0.14714714714714713,0.6636636636636637,0.4214214214214214,0.0990990990990991,0.4314314314314314,0.7627627627627628,0.15215215215215216,0.8528528528528528,0.21421421421421422,0.7677677677677677,0.22022022022022023,0.16816816816816815,0.6126126126126126,0
0.5265265265265265,0.037037037037037035,0.1641641641641642,0.026026026026026026,0.6266266266266266,0.9719719719719719,0.031031031031031032,0.36436436436436437,0.21621621621621623,0.27927927927927926,0.6196196196196196,0.991991991991992,0.8728728728728729,0.04504504504504504,0.6526526526526526,0.9019019019019019,0.997997997997998,0.7907907907907907,0.040040040040040005,0.5995995995995996,0.34134134134134136,0.7317317317317321,0.985985985985986,0.5105105105105106,0.18518518518518517,0.5735735735735735,0.4544544544544544,0.963963963963964,0.46746746746746537,0.1881881881881882,0.92992992992993,0.7367367367367368,0.34734734734734735,0.7767767767767768,0.3913913913913914,0.6916916916916916,0.7937937937937938,0.10010010010010009,0.6676676676676676,0.8838838838838838,0.9479479479479478,0.0,0.35435435435435436,0.8408408408408409,1
0.6526526526526526,0.7897897897897898,0.4984984984984985,0.43343343343343343,0.35735735735735735,0.4674674674674674,0.2862862862862863,0.7947947947947948,0.7897897897897898,0.8478478478478478,0.9249249249249266,0.20020020020020018,0.23323323323323322,0.7237237237237237,0.3383383383383383,0.4124124124124124,0.36536536536536535,0.9129129129129129,0.003003003003003003,0.9619619619619619,0.6096096096096096,0.5405405405405406,0.9049049049049057,0.8918918918918919,0.5205205205205206,0.12012012012012012,0.950950950950951,0.8588588588588588,0.07407407407407407,0.2962962962962963,0.7627627627627628,0.13613613613613612,0.45545545545545546,0.9269269269269269,0.9139139139139157,0.18618618618618618,0.5275275275275275,0.6066066066066066,0.23023023023023023,0.6156156156156156,0.2522522522522523,0.6106106106106106,0.8028028028028028,0.3503503503503503,0
0.9459459459459459,0.4424424424424431,0.44844844844844844,0.9039039039039038,0.6406406406406405,0.22022022022022023,0.96996996996997,0.3743743743743744,0.41041041041041043,0.8418418418418419,0.6396396396396397,0.3023023023023023,0.48148148148148145,0.6256256256256256,0.12812812812812813,0.5165165165165165,0.7167167167167167,0.1841841841841842,0.6106106106106106,0.7557557557557557,0.6376376376376376,0.3973973973973974,0.2852852852852853,0.8628628628628628,0.9109109109109109,0.6866866866866866,0.5775775775775776,0.26126126126126126,0.043043043043043044,0.6096096096096096,0.24024024024024024,0.3683683683683684,0.7837837837837838,0.47847847847847846,0.5365365365365365,0.26326326326326327,0.03203203203203203,0.8348348348348348,0.43343343343343343,0.1601601601601601,0.33833833833833843,0.7757757757757757,0.5095095095095095,0.2182182182182182,1
0.8798798798798799,0.5215215215215215,0.8158158158158159,0.6196196196196196,0.7407407407407405,0.2182182182182182,0.963963963963964,0.5595595595595596,0.14314314314314314,0.6566566566566567,0.7007007007007007,0.2832832832832833,0.42042042042042044,0.5525525525525525,0.5745745745745746,0.6886886886886887,0.6636636636636637,0.06406406406406406,0.9219219219219219,0.9069069069069069,0.5145145145145145,0.2972972972972973,0.08608608608608609,0.9079079079079068,0.5375375375375375,0.6966966966966966,0.22422422422422422,0.12712712712712712,0.3763763763763764,0.4994994994994995,0.16716716716716717,0.1871871871871872,0.9039039039039038,0.5715715715715716,0.4174174174174174,0.6836836836836837,0.03903903903903904,0.8728728728728729,0.1961961961961962,0.24624624624624636,0.24524524524524524,0.6226226226226226,0.5985985985985987,0.15115115115115116,1
