0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,target
0.33125749388102077,0.5595384621553432,0.7694978877956173,0.34714677607535405,0.3573090623032039,0.2703984008733289,0.4256191723428566,0.6906188951180428,0.33088316820170205,0.6843580225179229,0.29546286156769475,0.2200957141858995,0.4543534049712278,0.4735347289549082,0.9388263834649286,0.5057696177210459,0
0.5768078903583327,0.3619558845682074,0.7389397125583299,0.746913908744284,0.6370402366296064,0.5071716439011223,0.3581078695770788,0.6138152441690016,0.45236301150827324,0.7899784761011777,0.32986758801399035,0.3414862935369456,0.4277837550563133,0.7365407547709322,0.48297940445222215,0.4467228632721572,1
0.23518484404488862,0.7072070846440095,0.7043162959960346,0.5273402375935844,0.3035131764921091,0.2409618670020898,0.5474857591457765,0.7451124042040145,0.44926900292467153,0.6522291132137326,0.3153606417861293,0.33918360588552754,0.5345960489475637,0.32639268046136416,0.7120369129697479,0.5001158980536158,0
0.35986141289570384,0.5577865656477108,0.2942594366006409,0.2752663866159457,0.5949527634696643,0.7172873207797437,0.45011370960984914,0.3869381849532939,0.520302152068437,0.27535427635899806,0.6395011652077789,0.42940171245240083,0.545807988090902,0.7265484006851219,0.5900125816631845,0.20615201423284404,0
0.25555222488152024,0.7913778899819913,0.5021056231378493,0.4006846588064673,0.5795810773726072,0.5831069521572995,0.677466389737458,0.24891631228773248,0.664204287182069,0.7470731555529773,0.652191581657625,0.2895753227034155,0.7258116524107106,0.6310460392749703,0.3139990220601042,0.5367940978032569,1
0.07517298385847765,0.630902361628604,0.22101882982353788,0.274882871038462,0.33609299278456883,0.8514748169056224,0.8230544709990826,0.34101414216167875,0.417129479732786,0.4638173265986084,0.6502652827843387,0.2321641861164558,0.6670585038702984,0.7235684789902572,0.4030796280064935,0.6811600505222728,1
0.26856327075050634,0.21982263240696742,0.5674381946843037,0.8524420667158363,0.6603188064600101,0.6260876679386195,0.5098926793101226,0.6406992999727162,0.17997425341608858,0.6659634581641446,0.27363844512396135,0.42290483044264926,0.5031853350798133,0.8909574636714965,0.28805675325030466,0.43126035489280595,1
0.13560357757080604,0.3224484586983108,0.5054588872656368,0.5910213414674921,0.6542308414862777,0.6081587491234367,0.3431253856317742,0.5651374990630588,0.28740380869067456,0.39810864099789267,0.4297515931375474,0.39774899306145184,0.44136783595601253,0.54592693157695,0.30202458576409735,0.59617161645287,1
0.3751977419305977,0.6182442260801966,0.6944837844785747,0.2603980635315073,0.43609653190032793,0.42333670777528243,0.4978117271470726,0.4414084005988709,0.42486404893462226,0.6115024235653046,0.4517945667675235,0.40712494383466435,0.41016418198104365,0.46423833098137635,0.7735315201416294,0.704960521188152,0
0.3133827754068487,0.380059451003124,0.5440445703434106,0.7244044521021198,0.5133478967518359,0.47961424043935164,0.4758712176607256,0.6501655063375382,0.44924312455379856,0.5814905591070691,0.338259138121083,0.4993384557196286,0.49614835921675554,0.4796931588400681,0.29203628551215116,0.5427826044262928,1
