0,1,2,3,4,5,6,7,8,9,10,11,12,13,target
108.71906413624096,-557.4135248349648,-50.82409088122698,170.42127247408789,-106.89737207307552,-93.75776725290436,-56.919618022153685,-67.84555526567665,-15.927225821103487,-488.05036412021104,17.57328328286482,-86.03726748615964,-99.18409901830384,344.19461691005654,0
-230.20006176581435,-149.00203779484897,-287.2912054409643,23.760628422549978,143.0567130436607,-63.31834344767876,-76.95222860353988,-94.49437864965228,-2.019398307486505,-113.58229562439482,84.75021240237665,-120.6790859032545,-85.26138248759403,162.7027928142233,0
320.70172410417507,174.16580250513877,-597.0112577203085,44.72327942440149,111.83603659044604,-222.85797698350297,0.6923798488645074,-76.73699783265286,17.269761223437673,329.9107763739478,48.82785883850019,-197.7916358132228,216.65538256053904,-15.099433058558512,0
-227.2436102086585,-192.0056793011091,118.1481870963149,-375.6129327737591,26.934125250582603,-65.83942752071066,-241.48982958589835,139.07317862889795,-2.3076652504435007,168.05794334327473,-3.310287109502396,-97.1432443120955,141.9529454501359,41.46168870312032,1
179.7298838449803,-298.1037287807605,328.28598048851586,48.14840981050928,-31.66589123833177,-12.339753979489988,-85.27130335176322,-66.61392064023767,-28.57728932350573,-160.58541310216287,-56.43721960342275,87.94906672679778,-73.33320692144429,156.03861058863788,1
161.19895960757017,318.52585779522366,-37.8271290220229,250.7711044038556,166.4624097887578,-76.01480366793933,88.33878210782177,-52.195048974227326,-9.717274862371273,150.83009093568532,-125.35802323286086,66.31528633380083,175.51575079926894,76.90274447653849,1
252.672679489378,-244.98838655281887,144.8645632529553,-112.45628579852298,-171.06699783889312,40.23129856259038,-267.9662616554978,-20.196684680704344,-64.24829485175978,-320.9561944476168,99.2793081567712,-56.3122144657077,46.4878320401747,58.24115737746544,1
-145.78198647633516,-33.81380603820717,-86.20341653414717,-239.52921304593175,-48.16151556300298,-50.76797566680701,-284.3021931303123,210.44367432625543,-4.1377916962184,243.96190383524285,-41.86390171777517,-40.3537988184608,154.0769201281903,16.58192010005582,1
-360.60421480178985,-359.0329213346039,-164.85509040477558,273.3738037717823,52.51347825279961,-80.56732809928768,57.35574818173212,-112.8025141316404,6.047443770823024,-407.3483631243861,184.48408422496587,-64.5619653533432,-145.26213503767914,-184.1773064844797,0
202.6983367464229,282.1778516892149,189.7815256879421,245.32491682147293,97.63571484045308,-7.2293252787101,231.09997925606285,-79.53394029316547,7.977149693342361,-283.844626206678,124.1267587636062,-83.96500916423318,-151.52464272918945,-47.96205609397201,1
